t,m
0,-0.9732
1000,-0.9732
2000,-0.9712
3000,-0.971
4000,-0.97
5000,-0.9688
6000,-0.969
7000,-0.9698
8000,-0.9678
9000,-0.9676
10000,-0.968
11000,-0.9662
12000,-0.9638
13000,-0.965
14000,-0.9648
15000,-0.9642
16000,-0.9628
17000,-0.9648
18000,-0.9642
19000,-0.9636
20000,-0.9608
21000,-0.9612
22000,-0.9594
23000,-0.9608
24000,-0.9602
25000,-0.9584
26000,-0.9586
27000,-0.9612
28000,-0.962
29000,-0.9614
30000,-0.9622
31000,-0.9616
32000,-0.963
33000,-0.9624
34000,-0.9636
35000,-0.964
36000,-0.9634
37000,-0.9628
38000,-0.963
39000,-0.964
40000,-0.965
41000,-0.9672
42000,-0.9674
43000,-0.966
44000,-0.9642
45000,-0.9634
46000,-0.9628
47000,-0.964
48000,-0.9646
49000,-0.9628
50000,-0.9626
51000,-0.9628
52000,-0.9628
53000,-0.9616
54000,-0.959
55000,-0.9598
56000,-0.9606
57000,-0.963
58000,-0.9606
59000,-0.961
60000,-0.9618
61000,-0.9616
62000,-0.9628
63000,-0.9602
64000,-0.9598
65000,-0.9618
66000,-0.963
67000,-0.9632
68000,-0.9648
69000,-0.9658
70000,-0.9648
71000,-0.9644
72000,-0.963
73000,-0.9618
74000,-0.9624
75000,-0.9624
76000,-0.962
77000,-0.962
78000,-0.9604
79000,-0.96
80000,-0.9576
81000,-0.9578
82000,-0.957
83000,-0.9574
84000,-0.9574
85000,-0.9576
86000,-0.955
87000,-0.9542
88000,-0.9546
89000,-0.9542
90000,-0.9542
91000,-0.9554
92000,-0.9552
93000,-0.9566
94000,-0.9556
95000,-0.9572
96000,-0.9564
97000,-0.9566
98000,-0.955
99000,-0.9574
